branch,marks,caste,Cap_round_no,status,college_name
Electrical Engineering,87.2,DEF17541,2,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,DEFR,2,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,GOVERNMENT,2,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,MAHARASHTRA,2,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,CAP,2,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,SSC,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NGOPENH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NGSCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NGSTH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NGOBCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NGSEBCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NLOPENH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NLSTH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NLNTCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NLOBCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,NLSEBCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.8,PWDOPENH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.0,PWD,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,78.0,DEF53912,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,67.8,NGNTAH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,67.8,NGNTDH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,80.4,TLOBCH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,74.6,TGNTAH,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,DEFR,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,GOVERNMENT,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,MAHARASHTRA,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,CAP,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,SSC,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NGOPENO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NGSCO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NGSTO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NGOBCO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NGSEBCO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NLOPENO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,NLOBCO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,86.0,TGOPENO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,86.0,TGNTBO,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,81.8,DEFOPENS,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,81.8,EWS,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,81.8,TFWS,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,81.8,ORPHAN,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,81.8,PWD,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,81.8,DEF38421,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,DEFR,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,GOVERNMENT,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,MAHARASHTRA,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,CAP,2,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,SSC,2,Government,"Government Polytechnic, Murtijapur"
Civil and Rural Engineering,77.8,NGOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NGSCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NGSTH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NGSEBCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NLOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NLSTH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NLNTDH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,NLSEBCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.8,PWDOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.6,PWD,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.6,DEF55961,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.0,TGSEBCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.0,TLOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.0,TLSCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGOPENO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGSTO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGOBCO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGSEBCO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NLOPENO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NLNTCO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,DEFR,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,GOVERNMENT,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,MAHARASHTRA,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,CAP,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,SSC,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,58.8,NLSCO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,85.6,TGOPENO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,85.6,TGNTCO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,85.6,TGNTDO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.2,DEFOPENS,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.2,EWS,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.2,TFWS,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.2,ORPHAN,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.2,PWD,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,77.2,DEF57474,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,DEFR,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,GOVERNMENT,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,MAHARASHTRA,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,CAP,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,SSC,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.8,NGOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.8,NGSCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.8,NGOBCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.8,NLOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.8,PWDOPENH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.2,PWD,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,90.2,DEF9096,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,86.6,TGNTBH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,86.6,TGOBCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,89.8,NGSEBCH,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.0,NGOPENO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.0,NGSTO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.0,NGSEBCO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.0,NLOPENO,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,DEFR,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,GOVERNMENT,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,MAHARASHTRA,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,CAP,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,SSC,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,DEFOPENS,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,EWS,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,TFWS,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,PWD,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,DEF5938,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,DEFR,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,GOVERNMENT,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,MAHARASHTRA,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,CAP,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,SSC,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,100724570U,2,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,NGOPENH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,NGSTH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,NGNTBH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,NGNTDH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,NGSEBCH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,NLSEBCH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,89.0,PWDOPENH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,88.2,PWD,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,88.2,DEF14360,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,79.8,TGSEBCH,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,84.4,NGSCO,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,84.4,NGSTO,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,84.4,NGOBCO,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,84.4,NLOBCO,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,81.6,TGOPENO,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,DEFR,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,GOVERNMENT,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,MAHARASHTRA,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,CAP,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,SSC,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,100724570U,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,88.2,DEFOPENS,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,88.2,EWS,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,88.2,PWD,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,88.2,DEF14780,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,DEFR,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,GOVERNMENT,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,MAHARASHTRA,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
,,CAP,2,Un-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
