branch,marks,caste,Cap_round_no,status,college_name
Computer Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Computer Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Computer Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Computer Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Computer Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NGOPENH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NGSCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NGSTH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NGNTAH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NGNTCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NGOBCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NLOPENH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NLSCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NLNTBH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,NLOBCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,87.8,PWDOPENH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,79.2,TGOPENH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,79.2,TLOBCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,84.8,NGNTDH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,84.8,NGSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,84.8,NLSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,73.4,TGNTBH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,86.2,TGSCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,89.4,TGSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NGOPENO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NGSCO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NGNTAO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NGNTCO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NGOBCO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NGSEBCO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NLOPENO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NLSCO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,90.8,NLOBCO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,86.8,TGOPENO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,86.8,TLOPENO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,88.0,TGNTDO,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,80.6,EWS,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,80.6,TFWS,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Information Technology,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGOPENH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGSCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGSTH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGNTAH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGNTBH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGNTCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NGOBCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NLOPENH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NLSCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NLNTCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,NLOBCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,83.2,PWDOPENH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,68.2,TGOPENH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,68.2,TGOBCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,47.0,NGSTH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,47.0,NGSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,47.0,NLSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,69.4,TGSCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,75.4,TGNTDH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,74.8,TLSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NGOPENO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NGSCO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NGSTO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NGOBCO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NGSEBCO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NLOPENO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NLOBCO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,88.0,NLSEBCO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,81.2,TGOPENO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,81.2,TLOBCO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,81.6,TGNTAO,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,71.83,EWS,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,71.83,TFWS,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Electrical Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NGOPENH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NGSCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NGNTBH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NGOBCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NLOPENH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NLSCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.2,NLOBCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,67.2,TGOPENH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,75.4,NGNTAH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,75.4,NGSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,75.4,NLNTCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,74.2,TLOBCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,TGSCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,83.2,TGSEBCH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,82.4,TGNTAH,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NGOPENO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NGSCO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NGNTCO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NGOBCO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NGSEBCO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NLOPENO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,85.2,NLOBCO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,79.4,TGOPENO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,75.4,TGNTBO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,70.4,TGSTO,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,64.6,EWS,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,64.6,TFWS,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,DEFR,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,GOVERNMENT,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,MAHARASHTRA,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,CAP,1,Government,"Government Polytechnic, Murtijapur"
Mechanical Engineering,,SSC,1,Government,"Government Polytechnic, Murtijapur"
Civil and Rural Engineering,78.33,NGOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NGSCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NGSTH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NGNTAH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NGNTBH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NGOBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NLOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NLSCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NLSTH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,78.33,NLOBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,64.8,TGOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,64.8,TGOBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,64.8,TLOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,64.8,TLSCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGOPENO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGSCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGNTAO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NGOBCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NLOPENO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,82.4,NLOBCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,64.2,NLSCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,DEFR,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,GOVERNMENT,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,MAHARASHTRA,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,CAP,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,SSC,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,85.2,TGOPENO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,60.2,EWS,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,60.2,TFWS,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,DEFR,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,GOVERNMENT,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,MAHARASHTRA,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,CAP,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Civil and Rural Engineering,,SSC,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NGOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NGSCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NGNTAH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NGNTCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NGOBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NLOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NLSCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,91.4,NLOBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,89.0,TGOPENH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,89.0,TGOBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,70.4,NGSTH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,70.4,NGSEBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,70.4,NLSEBCH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.0,TGNTBH,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,DEFR,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,GOVERNMENT,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,MAHARASHTRA,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,CAP,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,SSC,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.2,NGOPENO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.2,NGSCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.2,NGSTO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.2,NGOBCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.2,NGSEBCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,92.2,NLOPENO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,84.0,TGOBCO,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,89.17,EWS,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,89.17,TFWS,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,DEFR,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,GOVERNMENT,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,MAHARASHTRA,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
Computer Engineering,,CAP,1,Government-Aided,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati"
